date_value,month_num,season,tmax,tmin,tavg,snowfall,snow_depth,precipitation,weather_type,wind_speed,humidity,pressure,visibility,cloud_cover,storm_flag,rain_flag,fog_flag,heat_index,dew_point,feels_like,wind_direction,day_name,city
2038-09-01,9,Autumn,11.57,6.32,9.43,0.01,6.14,4.75,Rain,28.17,27,1016.48,0.81,8,0,1,1,7.66,2.53,13.91,NW,Wednesday,New York
2038-09-02,9,Autumn,14.77,3.79,0.85,5.33,5.22,4.27,Fog,15.81,41,1008.54,1.65,0,0,1,0,35.05,9.18,7.65,S,Thursday,New York
2038-09-03,9,Autumn,12.96,5.66,2.5,7.05,1.43,4.38,Snow,27.3,80,985.8,8.2,3,1,0,1,32.98,2.43,13.47,E,Friday,New York
2038-09-04,9,Autumn,4.5,8.76,12.05,7.97,9.06,2.88,Sunny,15.26,95,1002.5,4.98,1,1,0,0,6.61,0.43,5.85,SW,Saturday,New York
2038-09-05,9,Autumn,14.33,6.03,14.2,1.78,2.7,3.08,Sunny,13.02,77,1019.12,1.97,7,1,1,1,2.32,4.13,23.01,NE,Sunday,New York
2038-09-06,9,Autumn,4.86,5.06,14.58,4.57,5.35,3.44,Snow,24.79,79,1012.2,6.04,0,0,0,0,7.49,8.86,17.55,SW,Monday,New York
2038-09-07,9,Autumn,7.96,9.43,9.18,6.82,2.34,4.89,Fog,14.31,32,1014.56,3.26,0,1,0,1,6.69,9.68,15.22,NW,Tuesday,New York
2038-09-08,9,Autumn,11.07,8.56,6.11,0.54,9.2,0.85,Snow,11.85,90,981.31,6.59,6,1,1,1,22.36,5.62,24.52,E,Wednesday,New York
2038-09-09,9,Autumn,13.68,2.32,9.81,5.98,0.68,0.61,Snow,14.45,35,1012.5,8.78,7,1,0,0,20.8,9.98,28.35,SW,Thursday,New York
2038-09-10,9,Autumn,11.04,2.27,11.67,4.62,2.22,3.03,Cloudy,17.3,51,992.56,3.65,7,0,0,1,1.73,9.57,25.4,E,Friday,New York
2038-09-11,9,Autumn,10.18,8.96,12.11,2.08,5.94,3.36,Sunny,4.06,43,988.93,7.7,3,0,1,0,35.84,7.28,16.98,SW,Saturday,New York
2038-09-12,9,Autumn,2.48,9.77,3.44,1.83,7.25,4.35,Fog,24.28,37,1004.94,7.33,1,0,0,0,37.7,1.39,2.57,SW,Sunday,New York
2038-09-13,9,Autumn,9.86,4.26,11.71,2.12,5.74,0.83,Rain,8.77,72,1010.97,2.79,4,0,1,1,8.6,9.53,18.21,NE,Monday,New York
2038-09-14,9,Autumn,16.27,1.01,3.65,1.72,1.83,4.08,Sunny,13.43,60,993.49,2.46,5,1,1,1,29.17,8.97,12.1,SE,Tuesday,New York
2038-09-15,9,Autumn,8.97,1.76,1.98,4.0,6.57,2.23,Sunny,17.62,58,1000.75,5.47,1,0,1,1,2.48,8.27,21.71,SE,Wednesday,New York
2038-09-16,9,Autumn,15.63,7.04,8.67,3.52,4.51,1.53,Sunny,26.08,91,1006.13,9.49,7,0,1,1,9.67,0.47,11.46,SE,Thursday,New York
2038-09-17,9,Autumn,3.95,8.4,11.88,1.62,9.85,4.81,Fog,24.35,90,1005.19,1.25,7,1,0,1,0.42,8.9,20.67,S,Friday,New York
2038-09-18,9,Autumn,14.06,1.46,13.55,2.24,5.95,0.36,Snow,9.49,25,1015.44,2.81,1,0,1,1,17.34,4.44,21.88,S,Saturday,New York
2038-09-19,9,Autumn,14.05,5.35,4.11,1.18,7.05,0.93,Rain,22.89,98,1012.98,9.14,0,0,1,1,36.66,6.5,16.96,SE,Sunday,New York
2038-09-20,9,Autumn,0.87,4.34,4.08,0.79,2.27,3.17,Snow,25.93,86,995.92,1.23,6,0,1,0,15.77,9.32,29.41,S,Monday,New York
2038-09-21,9,Autumn,2.53,0.13,2.29,7.29,8.2,1.0,Sunny,21.07,78,1015.58,7.95,2,1,1,0,30.88,8.11,28.49,SE,Tuesday,New York
2038-09-22,9,Autumn,12.68,2.79,1.09,6.99,2.91,1.76,Sunny,4.04,49,986.84,5.9,6,1,1,0,20.03,3.82,12.34,NW,Wednesday,New York
2038-09-23,9,Autumn,5.01,3.2,2.06,5.43,6.31,2.15,Rain,15.17,60,1019.99,5.32,0,1,1,0,33.16,8.54,5.07,NW,Thursday,New York
2038-09-24,9,Autumn,17.91,5.29,7.95,2.23,7.18,2.71,Cloudy,7.74,99,995.52,6.68,4,0,0,0,13.51,0.2,8.66,S,Friday,New York
2038-09-25,9,Autumn,4.29,4.09,9.78,1.16,1.46,2.65,Rain,3.66,59,990.81,5.39,2,1,0,0,5.71,7.73,26.98,SE,Saturday,New York
2038-09-26,9,Autumn,15.9,0.31,4.11,7.8,4.46,3.54,Sunny,14.6,44,1012.47,9.52,0,0,0,0,39.3,3.95,24.09,SE,Sunday,New York
2038-09-27,9,Autumn,4.19,7.55,14.75,1.86,9.7,1.39,Sunny,15.84,32,986.14,5.98,0,1,1,1,10.13,8.7,28.69,NE,Monday,New York
2038-09-28,9,Autumn,7.7,0.53,9.88,5.81,8.22,4.61,Cloudy,21.5,91,1019.49,5.17,1,0,0,0,4.59,3.38,6.97,N,Tuesday,New York
2038-09-29,9,Autumn,9.71,7.71,9.57,3.77,0.24,1.01,Rain,25.33,57,1011.45,1.11,9,0,1,1,7.45,0.22,25.09,NE,Wednesday,New York
2038-09-30,9,Autumn,12.09,8.24,0.48,3.02,9.68,1.51,Fog,4.19,29,983.34,0.64,5,1,0,0,24.88,8.29,26.2,NW,Thursday,New York
2038-10-01,10,Autumn,17.32,5.17,7.35,6.59,4.18,0.74,Sunny,13.17,93,980.26,2.45,8,1,0,0,12.74,3.42,16.76,N,Friday,New York
2038-10-02,10,Autumn,12.1,5.99,3.76,3.51,3.31,1.59,Sunny,25.05,43,1014.3,9.45,4,1,0,0,6.4,0.56,3.4,SW,Saturday,New York
2038-10-03,10,Autumn,10.49,8.43,0.06,7.56,8.43,2.78,Fog,25.23,42,980.21,1.87,3,1,0,1,28.12,5.26,12.27,N,Sunday,New York
2038-10-04,10,Autumn,11.76,5.27,7.08,1.1,4.83,0.65,Fog,11.83,98,1019.68,7.9,2,0,0,0,13.96,3.24,7.5,W,Monday,New York
2038-10-05,10,Autumn,8.19,3.86,2.66,1.52,4.57,4.59,Cloudy,23.45,36,995.9,4.86,1,1,1,1,19.92,8.64,23.04,NW,Tuesday,New York
2038-10-06,10,Autumn,6.62,1.92,12.97,7.15,2.34,4.16,Fog,28.7,54,1007.04,3.7,3,1,1,0,15.82,6.21,22.42,NW,Wednesday,New York
2038-10-07,10,Autumn,8.59,2.52,12.79,8.0,2.28,2.14,Snow,13.63,40,987.15,8.66,2,1,0,1,10.53,6.88,14.88,W,Thursday,New York
2038-10-08,10,Autumn,7.5,7.43,14.41,7.02,8.13,3.65,Rain,11.91,43,1019.54,2.61,2,1,1,1,22.48,5.07,9.0,NW,Friday,New York
2038-10-09,10,Autumn,15.83,0.25,5.54,6.49,4.22,3.26,Sunny,8.98,87,1019.29,3.08,6,1,1,0,27.06,6.26,20.98,NW,Saturday,New York
2038-10-10,10,Autumn,8.21,3.37,3.12,0.84,2.79,1.79,Sunny,0.67,35,984.91,6.95,7,0,1,1,38.75,0.14,1.46,E,Sunday,New York
2038-10-11,10,Autumn,18.56,8.12,13.35,4.5,3.26,0.25,Snow,23.82,57,1017.2,9.56,6,0,1,0,35.72,9.02,28.46,NW,Monday,New York
2038-10-12,10,Autumn,2.06,2.19,14.25,7.94,4.55,3.87,Fog,12.12,44,1002.85,5.12,8,0,0,0,33.85,2.07,4.57,S,Tuesday,New York
2038-10-13,10,Autumn,12.68,6.06,8.35,4.19,1.19,4.99,Cloudy,16.29,64,988.21,1.51,5,0,0,1,21.23,3.12,10.66,N,Wednesday,New York
2038-10-14,10,Autumn,9.36,3.22,3.0,7.99,9.0,1.44,Cloudy,13.16,77,1003.04,7.55,1,1,0,1,30.04,2.51,3.31,SW,Thursday,New York
2038-10-15,10,Autumn,17.46,4.93,11.32,6.89,2.27,2.33,Rain,6.03,60,999.48,9.32,8,1,0,0,12.48,8.5,3.08,W,Friday,New York
2038-10-16,10,Autumn,18.38,3.82,13.52,4.13,0.12,0.86,Snow,3.85,98,996.04,0.83,1,0,1,0,16.57,0.23,1.9,SW,Saturday,New York
2038-10-17,10,Autumn,11.89,6.46,12.09,2.8,5.81,0.01,Rain,16.22,38,1011.01,5.6,3,0,1,0,10.12,2.37,9.78,NE,Sunday,New York
2038-10-18,10,Autumn,16.06,0.08,0.48,6.67,5.99,1.26,Snow,21.97,56,1008.46,7.31,4,1,1,0,33.47,3.9,28.67,E,Monday,New York
2038-10-19,10,Autumn,19.58,6.31,9.81,5.0,2.83,4.34,Cloudy,18.52,56,989.43,4.6,5,1,1,0,28.98,8.56,16.69,S,Tuesday,New York
2038-10-20,10,Autumn,7.71,3.85,7.6,2.85,1.64,0.14,Rain,28.36,42,992.73,2.41,8,0,1,1,20.09,2.96,27.47,W,Wednesday,New York
2038-10-21,10,Autumn,16.1,9.76,14.84,3.15,3.37,4.45,Rain,17.85,87,1001.7,9.87,3,0,1,0,6.98,3.64,28.64,SW,Thursday,New York
2038-10-22,10,Autumn,0.11,9.44,9.74,3.99,0.25,2.82,Cloudy,29.98,24,1001.41,6.08,2,1,1,1,1.75,0.22,19.75,W,Friday,New York
2038-10-23,10,Autumn,7.12,7.0,10.47,3.4,2.03,3.01,Rain,18.17,82,983.67,9.69,7,0,0,0,8.2,4.15,18.16,N,Saturday,New York
2038-10-24,10,Autumn,15.01,0.17,2.63,7.47,4.2,4.77,Snow,19.18,93,1018.65,9.62,3,0,0,1,36.36,0.68,18.35,N,Sunday,New York
2038-10-25,10,Autumn,19.14,4.68,4.1,5.94,4.04,3.25,Fog,3.77,59,988.0,8.68,8,1,1,1,10.4,7.54,16.54,NE,Monday,New York
2038-10-26,10,Autumn,4.06,9.35,1.79,0.72,3.35,3.16,Snow,18.41,37,996.92,2.38,9,0,0,1,25.78,5.96,8.54,S,Tuesday,New York
2038-10-27,10,Autumn,16.16,9.58,0.59,2.74,2.95,1.03,Cloudy,18.18,79,980.07,6.99,3,0,1,0,29.92,7.06,17.01,NE,Wednesday,New York
2038-10-28,10,Autumn,9.9,2.38,1.12,4.74,7.02,2.13,Cloudy,6.97,34,1017.9,1.24,9,1,1,1,12.64,3.75,14.81,N,Thursday,New York
2038-10-29,10,Autumn,5.82,2.07,14.72,7.6,5.97,2.84,Sunny,19.39,29,985.33,9.75,3,0,1,1,39.63,5.9,22.34,SW,Friday,New York
2038-10-30,10,Autumn,1.94,6.97,12.63,2.31,8.35,1.85,Sunny,2.5,74,1009.52,8.19,2,1,0,1,0.97,8.81,28.75,SE,Saturday,New York
2038-10-31,10,Autumn,18.02,9.85,4.98,6.3,0.4,3.05,Sunny,21.49,51,1005.04,7.69,6,1,1,0,4.91,2.32,14.06,N,Sunday,New York
2038-11-01,11,Autumn,8.29,5.06,12.97,2.91,8.45,0.71,Snow,0.22,41,993.03,9.34,8,0,1,1,18.39,1.23,26.97,SE,Monday,New York
2038-11-02,11,Autumn,19.96,7.44,1.22,5.37,9.2,2.81,Snow,8.98,43,989.41,6.12,3,0,1,1,9.47,3.57,7.61,S,Tuesday,New York
2038-11-03,11,Autumn,6.35,5.39,2.72,0.01,9.41,0.88,Rain,27.05,70,1011.43,0.01,6,1,0,1,0.58,9.94,8.08,NW,Wednesday,New York
2038-11-04,11,Autumn,1.78,6.18,3.53,0.96,4.18,1.19,Sunny,10.3,50,999.6,7.17,4,1,1,1,19.28,2.05,10.7,NW,Thursday,New York
2038-11-05,11,Autumn,6.48,1.38,8.63,4.83,4.08,0.49,Fog,17.62,26,1010.3,9.38,4,1,1,0,30.83,0.71,25.1,E,Friday,New York
2038-11-06,11,Autumn,4.32,8.0,7.76,7.79,2.35,4.02,Sunny,22.91,21,1017.06,7.66,4,1,0,1,0.81,0.78,21.56,E,Saturday,New York
2038-11-07,11,Autumn,18.82,5.38,5.85,7.42,5.83,1.65,Snow,21.08,77,982.26,6.81,7,1,0,0,21.97,8.16,18.73,NE,Sunday,New York
2038-11-08,11,Autumn,14.44,0.61,5.28,3.99,0.87,0.61,Sunny,8.5,49,984.05,2.34,7,1,1,0,37.13,8.1,2.92,S,Monday,New York
2038-11-09,11,Autumn,4.47,4.13,9.85,7.79,8.63,4.14,Rain,28.52,33,1004.52,5.87,9,0,0,0,26.7,6.64,12.12,SW,Tuesday,New York
2038-11-10,11,Autumn,7.93,3.61,14.22,7.25,1.16,4.0,Rain,18.24,42,981.86,0.29,9,1,1,1,10.43,8.0,17.93,SE,Wednesday,New York
2038-11-11,11,Autumn,7.56,8.62,6.8,0.9,5.63,0.41,Snow,5.25,97,993.87,2.68,5,1,0,0,16.35,1.71,10.64,NE,Thursday,New York
2038-11-12,11,Autumn,17.44,3.67,8.35,6.09,9.23,2.87,Cloudy,1.61,50,990.26,5.01,5,0,1,0,21.94,8.44,16.39,NW,Friday,New York
2038-11-13,11,Autumn,15.46,9.57,0.74,0.07,0.82,0.26,Fog,7.89,46,1015.4,5.08,4,1,1,0,33.96,3.42,17.48,S,Saturday,New York
2038-11-14,11,Autumn,2.57,3.6,6.05,2.82,7.3,0.14,Cloudy,17.78,41,992.91,3.22,7,0,1,1,24.55,9.24,0.44,E,Sunday,New York
2038-11-15,11,Autumn,7.81,6.13,4.22,1.32,0.75,0.59,Fog,19.96,97,1000.44,1.41,0,0,1,0,35.24,3.01,28.84,S,Monday,New York
2038-11-16,11,Autumn,7.49,0.87,5.74,6.63,4.42,3.31,Fog,29.95,63,997.24,4.55,8,1,1,1,17.98,0.89,19.93,SE,Tuesday,New York
2038-11-17,11,Autumn,7.06,6.23,12.77,5.37,4.03,2.42,Cloudy,19.87,54,1007.6,7.28,4,0,0,0,11.56,9.87,2.77,W,Wednesday,New York
2038-11-18,11,Autumn,0.92,9.73,10.4,1.97,1.97,4.06,Snow,13.64,94,1013.72,8.02,7,0,0,0,35.25,3.58,1.16,SE,Thursday,New York
2038-11-19,11,Autumn,14.22,0.36,8.19,2.82,2.19,2.11,Fog,22.19,77,1010.17,8.15,7,1,0,0,29.35,4.76,14.34,S,Friday,New York
2038-11-20,11,Autumn,10.5,5.67,13.2,3.82,3.48,2.09,Cloudy,19.02,74,1005.16,6.72,4,1,0,1,1.51,2.77,13.16,NE,Saturday,New York
2038-11-21,11,Autumn,11.34,6.11,9.11,3.33,1.36,2.03,Rain,24.0,96,984.08,8.32,4,1,1,1,19.92,6.46,21.76,S,Sunday,New York
2038-11-22,11,Autumn,14.37,0.73,11.58,6.68,5.56,1.36,Cloudy,28.61,49,981.62,7.67,6,1,1,1,8.67,2.26,26.78,NW,Monday,New York
2038-11-23,11,Autumn,1.82,2.6,4.66,7.89,9.73,3.88,Cloudy,7.43,75,1004.66,1.71,5,0,0,1,34.99,8.93,4.87,S,Tuesday,New York
2038-11-24,11,Autumn,17.27,9.15,7.81,3.33,8.53,0.17,Fog,28.86,70,1010.65,4.99,0,1,0,1,38.88,8.22,16.33,W,Wednesday,New York
2038-11-25,11,Autumn,3.48,7.03,3.74,7.27,3.55,2.98,Fog,18.72,76,984.42,9.73,1,0,1,1,2.14,5.3,3.65,W,Thursday,New York
2038-11-26,11,Autumn,16.35,9.66,0.4,2.99,2.5,3.87,Snow,18.33,63,989.2,9.09,3,1,1,1,1.76,4.45,21.71,E,Friday,New York
2038-11-27,11,Autumn,5.96,5.92,12.49,5.66,7.64,1.13,Snow,17.45,32,985.48,1.77,0,0,0,1,21.39,9.22,27.28,SW,Saturday,New York
2038-11-28,11,Autumn,1.77,0.2,11.14,3.68,5.49,0.64,Sunny,9.47,64,983.01,3.79,6,1,0,0,25.21,6.77,2.02,NW,Sunday,New York
2038-11-29,11,Autumn,5.25,9.91,9.78,5.32,3.58,1.01,Rain,20.34,98,983.39,8.14,2,0,1,0,0.81,4.01,2.63,S,Monday,New York
2038-11-30,11,Autumn,1.78,9.68,2.81,7.98,3.59,2.12,Snow,25.66,46,1013.5,8.05,9,0,0,0,13.64,3.24,11.41,SE,Tuesday,New York
2038-12-01,12,Winter,2.05,6.0,3.16,4.07,4.84,4.54,Snow,16.91,78,1018.74,9.98,4,1,1,0,25.87,9.38,13.46,E,Wednesday,New York
2038-12-02,12,Winter,1.6,0.39,2.71,6.45,9.06,1.72,Sunny,12.76,34,1002.18,8.81,7,1,1,1,22.53,9.45,15.42,NE,Thursday,New York
2038-12-03,12,Winter,4.13,7.55,2.84,1.3,8.53,3.91,Cloudy,0.08,77,988.86,8.15,2,0,0,1,32.77,8.93,26.9,SW,Friday,New York
2038-12-04,12,Winter,6.68,0.21,11.79,0.81,6.78,0.21,Snow,13.63,92,980.44,7.33,5,1,1,1,33.92,7.49,6.64,SE,Saturday,New York
2038-12-05,12,Winter,0.18,7.69,5.78,1.32,9.37,4.88,Rain,6.68,69,992.46,1.13,3,0,1,1,12.26,9.36,8.35,NW,Sunday,New York
2038-12-06,12,Winter,12.92,7.31,8.22,1.63,1.75,4.1,Snow,21.39,28,992.92,8.78,5,1,0,1,24.45,1.96,17.86,SW,Monday,New York
2038-12-07,12,Winter,15.52,5.41,6.01,7.86,6.97,2.14,Rain,15.13,92,995.95,4.89,1,0,0,0,2.77,5.98,4.79,W,Tuesday,New York
2038-12-08,12,Winter,13.96,2.97,13.47,4.88,6.89,1.17,Sunny,11.45,56,993.46,6.95,7,1,1,0,17.56,0.96,21.83,SW,Wednesday,New York
2038-12-09,12,Winter,15.23,0.88,0.68,5.25,8.33,3.64,Cloudy,7.75,85,1011.49,6.69,2,1,1,1,31.32,5.16,9.57,E,Thursday,New York
2038-12-10,12,Winter,6.0,4.68,1.03,7.62,6.79,2.6,Rain,0.95,49,981.5,7.47,7,0,0,0,12.41,0.84,4.27,NE,Friday,New York
2038-12-11,12,Winter,10.09,0.56,9.91,4.55,4.32,2.02,Fog,25.11,81,1014.72,8.68,4,0,1,1,34.05,4.53,25.27,SW,Saturday,New York
2038-12-12,12,Winter,8.27,3.66,1.41,5.19,1.85,0.8,Fog,10.33,84,992.73,7.34,7,0,0,0,28.21,7.9,0.98,NW,Sunday,New York
2038-12-13,12,Winter,14.9,3.53,8.61,3.9,0.41,2.66,Cloudy,12.52,77,998.04,0.85,8,1,1,1,9.79,2.88,0.6,SE,Monday,New York
2038-12-14,12,Winter,8.5,4.89,14.9,3.3,2.54,1.72,Rain,4.58,47,1014.89,3.82,4,0,1,1,10.17,6.16,23.09,SW,Tuesday,New York
2038-12-15,12,Winter,5.76,1.33,0.54,7.34,9.8,0.2,Rain,22.41,76,998.63,5.62,9,0,1,1,35.11,7.12,29.72,N,Wednesday,New York
2038-12-16,12,Winter,9.12,6.63,6.72,3.76,7.97,3.54,Fog,21.61,25,987.91,5.3,3,1,1,0,8.53,3.71,26.97,N,Thursday,New York
2038-12-17,12,Winter,8.37,5.02,13.0,7.12,5.59,0.58,Fog,19.89,46,1007.94,9.57,3,0,0,1,4.47,8.8,18.82,NE,Friday,New York
2038-12-18,12,Winter,11.13,7.19,8.87,3.54,2.59,1.83,Rain,2.38,95,990.74,2.96,7,1,0,1,3.11,1.75,28.43,N,Saturday,New York
2038-12-19,12,Winter,0.37,9.32,8.94,6.6,5.14,2.11,Rain,11.43,74,1014.67,3.82,7,1,1,1,35.31,4.32,10.86,NE,Sunday,New York
2038-12-20,12,Winter,18.4,5.4,5.63,4.05,2.75,2.28,Cloudy,6.13,82,991.65,4.23,6,1,1,1,5.59,0.7,4.4,S,Monday,New York
2038-12-21,12,Winter,11.6,1.03,7.37,7.18,6.68,3.23,Cloudy,24.52,38,988.33,5.26,2,1,0,1,3.96,5.7,19.63,N,Tuesday,New York
2038-12-22,12,Winter,8.17,5.58,14.72,3.1,7.42,2.83,Snow,12.76,28,992.25,6.9,2,0,1,0,36.47,7.93,8.8,S,Wednesday,New York
2038-12-23,12,Winter,9.78,2.16,7.46,4.04,0.84,1.61,Rain,10.89,66,983.31,0.79,4,0,1,0,21.68,0.62,8.42,SW,Thursday,New York
2038-12-24,12,Winter,3.37,9.71,3.73,7.75,1.11,0.38,Cloudy,13.82,60,1001.83,1.81,4,1,1,0,9.15,8.48,21.98,SW,Friday,New York
2038-12-25,12,Winter,18.1,7.51,1.39,1.55,2.39,2.85,Snow,14.7,70,1006.96,7.07,4,0,0,1,8.89,3.13,26.98,W,Saturday,New York
2038-12-26,12,Winter,6.26,7.76,1.47,2.72,4.49,2.58,Rain,22.45,60,988.52,5.78,0,1,1,1,18.31,8.76,3.26,E,Sunday,New York
2038-12-27,12,Winter,8.07,7.36,1.95,5.95,2.63,0.35,Rain,4.92,84,986.42,1.17,4,0,1,0,39.36,0.79,11.4,N,Monday,New York
2038-12-28,12,Winter,11.88,0.88,2.4,0.98,4.83,0.82,Sunny,0.09,87,989.42,7.89,7,0,0,1,6.71,0.68,29.69,N,Tuesday,New York
2038-12-29,12,Winter,17.08,8.35,14.79,1.12,4.76,3.45,Cloudy,28.0,49,1013.44,4.68,9,0,1,1,12.34,1.34,0.91,SE,Wednesday,New York
2038-12-30,12,Winter,12.96,8.36,1.12,5.99,3.34,0.71,Sunny,16.62,67,1009.01,3.28,0,1,0,0,36.04,0.06,24.66,SW,Thursday,New York
2038-12-31,12,Winter,2.29,8.3,10.05,4.32,4.17,4.03,Sunny,23.09,37,1004.83,1.51,0,0,0,1,34.15,9.93,26.91,SE,Friday,New York
2039-01-01,1,Winter,19.43,4.93,7.67,6.6,3.68,0.63,Snow,7.4,48,996.73,1.74,6,1,0,1,4.7,6.8,14.01,N,Saturday,New York
2039-01-02,1,Winter,16.8,1.12,3.36,0.4,3.61,1.65,Fog,11.36,30,1018.77,0.66,4,1,1,0,31.61,2.24,6.36,N,Sunday,New York
2039-01-03,1,Winter,4.33,8.5,1.81,6.0,1.83,0.1,Fog,25.0,46,990.86,6.59,2,0,1,0,26.56,5.01,17.78,N,Monday,New York
2039-01-04,1,Winter,12.1,4.53,10.96,6.07,0.56,4.55,Rain,28.21,85,1005.92,4.21,1,1,1,1,13.3,7.97,23.61,SW,Tuesday,New York
2039-01-05,1,Winter,4.95,0.86,12.94,0.17,1.75,0.3,Sunny,13.04,64,1015.33,1.57,3,0,1,0,29.83,1.19,12.72,SW,Wednesday,New York
2039-01-06,1,Winter,7.18,7.3,8.42,7.11,2.61,3.73,Rain,19.99,39,1012.34,2.31,8,1,1,0,8.46,3.88,18.98,NE,Thursday,New York
2039-01-07,1,Winter,13.38,9.29,10.13,4.97,7.18,3.66,Fog,13.36,26,1007.23,3.97,4,0,0,0,23.82,6.48,9.0,N,Friday,New York
2039-01-08,1,Winter,8.58,5.57,10.1,3.82,1.12,3.63,Sunny,27.54,46,986.18,3.48,0,0,0,1,5.68,4.57,13.38,NE,Saturday,New York
2039-01-09,1,Winter,2.64,4.67,1.46,7.22,3.19,4.44,Rain,28.38,78,1014.45,9.6,2,1,1,0,0.61,5.83,8.76,S,Sunday,New York
2039-01-10,1,Winter,6.03,4.97,6.01,2.26,9.37,1.32,Sunny,9.81,46,981.87,2.74,1,1,1,0,9.77,8.58,11.84,NW,Monday,New York
2039-01-11,1,Winter,15.43,7.51,5.45,4.81,0.77,0.27,Fog,14.55,65,985.49,9.36,3,1,0,0,29.7,8.09,18.99,S,Tuesday,New York
2039-01-12,1,Winter,2.77,0.69,14.92,7.34,9.3,2.77,Snow,5.25,47,986.52,1.54,9,0,1,1,29.39,3.1,19.63,NW,Wednesday,New York
2039-01-13,1,Winter,1.53,3.11,14.68,0.96,8.17,1.42,Fog,16.76,58,984.76,4.74,6,1,0,0,32.86,3.41,9.54,NW,Thursday,New York
2039-01-14,1,Winter,0.1,3.86,3.6,3.29,0.46,1.76,Cloudy,28.55,40,1004.09,6.85,0,1,0,1,1.57,0.59,4.31,NE,Friday,New York
2039-01-15,1,Winter,10.86,7.2,2.25,3.2,9.91,4.91,Fog,7.86,36,985.48,1.82,5,1,0,0,39.99,0.61,8.06,NE,Saturday,New York
2039-01-16,1,Winter,6.85,1.71,13.68,2.07,6.65,1.64,Rain,9.25,29,1007.11,3.44,0,1,0,1,36.31,7.87,14.68,SE,Sunday,New York
2039-01-17,1,Winter,6.76,4.96,11.1,3.87,2.8,2.95,Sunny,29.25,64,981.37,1.75,4,0,1,0,16.32,9.3,6.91,N,Monday,New York
2039-01-18,1,Winter,11.88,3.02,9.77,0.81,9.27,4.33,Rain,3.8,88,1016.01,5.15,6,1,0,0,20.03,1.95,8.76,W,Tuesday,New York
2039-01-19,1,Winter,9.59,6.37,2.16,2.55,5.52,4.65,Cloudy,18.1,31,1014.16,1.47,1,1,0,0,2.15,3.7,7.72,S,Wednesday,New York
2039-01-20,1,Winter,18.88,2.28,12.02,5.57,4.86,4.69,Rain,9.56,30,995.29,5.82,0,1,1,0,39.3,5.27,10.5,NW,Thursday,New York
2039-01-21,1,Winter,4.27,0.37,14.44,5.94,1.45,1.97,Sunny,11.42,65,1014.78,8.44,3,1,0,0,9.24,3.65,24.02,E,Friday,New York
2039-01-22,1,Winter,19.27,2.41,2.13,1.09,2.21,3.89,Snow,9.4,36,1012.52,7.03,9,1,0,1,36.09,3.22,2.77,SE,Saturday,New York
2039-01-23,1,Winter,14.78,2.72,8.5,0.31,1.07,3.03,Rain,11.76,32,994.68,9.43,6,1,1,0,18.86,5.28,0.69,NE,Sunday,New York
2039-01-24,1,Winter,2.75,5.33,14.78,2.5,6.07,1.93,Snow,9.69,66,1013.85,2.44,5,0,1,1,6.91,1.21,24.56,W,Monday,New York
2039-01-25,1,Winter,12.41,8.69,0.25,7.1,3.22,4.63,Snow,10.54,77,1001.66,9.43,7,1,1,1,20.94,9.33,3.95,E,Tuesday,New York
2039-01-26,1,Winter,2.87,3.97,14.84,2.47,8.31,4.64,Sunny,9.45,30,994.11,2.82,2,0,1,1,31.74,1.1,7.63,SW,Wednesday,New York
2039-01-27,1,Winter,10.74,1.17,4.99,1.33,1.98,4.02,Snow,25.35,38,1007.74,3.6,4,0,1,1,3.02,1.12,15.67,W,Thursday,New York
2039-01-28,1,Winter,2.25,9.21,3.35,1.52,0.0,2.06,Rain,25.62,25,1006.59,2.64,0,0,1,1,32.06,4.91,24.11,SW,Friday,New York
2039-01-29,1,Winter,17.93,4.79,11.62,1.04,4.34,3.12,Fog,8.95,21,997.3,5.45,3,1,1,1,9.51,9.91,2.77,S,Saturday,New York
2039-01-30,1,Winter,19.55,2.41,12.67,2.03,3.98,2.42,Rain,4.97,45,989.86,6.23,6,1,1,0,1.02,1.83,4.29,E,Sunday,New York
2039-01-31,1,Winter,0.01,0.28,1.14,7.44,8.99,2.07,Snow,11.19,60,998.71,6.4,3,0,0,1,36.69,1.96,10.89,SE,Monday,New York
2039-02-01,2,Winter,0.11,5.6,10.72,7.3,8.74,4.31,Cloudy,1.0,27,1016.41,6.86,9,1,1,0,17.26,0.77,4.2,N,Tuesday,New York
2039-02-02,2,Winter,19.27,6.81,10.71,0.6,2.46,1.07,Snow,15.26,66,985.46,2.94,6,0,0,0,15.12,0.3,8.36,S,Wednesday,New York
2039-02-03,2,Winter,12.74,6.58,13.83,4.33,6.12,3.6,Sunny,9.27,39,1019.36,4.29,3,0,1,1,38.61,2.95,6.73,S,Thursday,New York
2039-02-04,2,Winter,10.05,0.68,0.41,7.79,1.23,4.18,Cloudy,24.92,92,1003.37,0.13,5,1,0,1,22.66,1.14,3.05,N,Friday,New York
2039-02-05,2,Winter,1.19,4.53,2.77,4.53,4.58,4.9,Snow,14.79,71,994.17,0.28,7,1,1,0,15.55,3.03,22.11,SE,Saturday,New York
2039-02-06,2,Winter,2.66,6.61,5.51,0.89,0.25,2.56,Cloudy,19.99,36,1002.18,1.12,1,1,0,0,19.2,6.06,28.14,E,Sunday,New York
